timestamp_offset_min,cpu_pct,memory_pct,latency_ms,error_rate
0,43.6,36.7,125.1,0.46
15,41.1,34.6,143.5,0.28
30,41.6,37.4,130.1,0.11
45,45.0,35.2,137.4,0.27
60,42.2,40.6,132.1,0.05
75,40.1,39.1,141.1,0.2
90,38.7,41.1,131.7,0.21
105,40.3,37.2,146.1,0.17
120,36.8,41.2,131.9,0.1
135,38.3,38.8,139.1,0.43
150,43.3,39.4,137.5,0.13
165,38.0,36.5,130.9,0.11
180,40.9,41.5,140.7,0.43
195,46.4,35.6,134.0,0.15
210,40.6,37.6,138.3,0.3
225,39.2,40.4,131.8,0.09
240,45.1,40.9,133.3,0.3
255,36.9,37.3,136.4,0.29
270,43.4,35.5,119.0,0.15
285,46.5,40.2,127.0,0.13
300,45.5,34.8,118.9,0.36
315,45.0,37.5,137.5,0.24
330,45.3,36.7,140.7,0.12
345,42.9,35.0,134.8,0.07
360,39.8,34.2,118.8,0.44
375,39.0,38.9,134.9,0.47
390,41.7,42.0,146.3,0.29
405,41.9,35.3,143.0,0.22
420,36.9,40.6,129.1,0.2
435,41.1,41.7,138.0,0.28
450,39.3,38.3,147.0,0.45
465,44.2,40.6,135.8,0.38
480,46.3,40.1,143.2,0.13
495,37.6,35.1,133.5,0.19
510,46.3,41.1,128.9,0.02
525,38.9,37.5,144.7,0.1
540,36.9,41.4,136.9,0.41
555,44.1,36.3,119.1,0.17
570,45.0,37.9,124.0,0.16
585,39.4,38.3,139.9,0.35
600,37.0,34.5,129.8,0.18
615,45.5,39.6,131.2,0.47
630,45.6,42.1,138.1,0.32
645,44.2,34.3,132.7,0.3
660,40.5,36.6,134.7,0.09
675,43.5,41.4,127.6,0.39
690,38.4,40.4,119.8,0.1
705,44.0,37.4,126.0,0.37
720,45.7,38.4,132.5,0.25
735,38.9,41.3,129.4,0.02
750,46.1,41.4,124.9,0.19
765,45.8,39.2,132.1,0.36
780,38.6,37.9,129.5,0.11
795,38.2,37.9,137.9,0.01
810,44.4,38.1,130.3,0.0
825,43.1,38.6,125.3,0.19
840,43.4,42.1,128.0,0.26
855,44.8,34.6,140.3,0.02
870,38.9,41.6,132.8,0.5
885,36.9,36.7,134.8,0.39
900,38.3,34.4,132.9,0.4
915,40.5,39.9,127.0,0.1
930,45.9,35.3,135.8,0.08
945,39.5,34.9,132.7,0.1
960,38.5,34.5,138.2,0.41
975,38.1,40.5,119.8,0.2
990,40.8,36.0,126.9,0.25
1005,40.3,36.4,122.8,0.01
1020,38.3,37.3,128.0,0.1
1035,45.4,38.9,122.7,0.45
1050,42.7,35.4,143.8,0.06
1065,37.8,39.5,129.5,0.23
1080,42.7,41.5,140.0,0.39
1095,40.0,38.5,138.9,0.31
1110,45.6,38.1,122.1,0.14
1125,41.4,41.6,124.5,0.17
1140,44.7,39.9,134.6,0.29
1155,45.1,41.1,127.5,0.02
1170,40.2,40.2,143.6,0.33
1185,43.8,38.2,122.9,0.05
1200,38.7,41.8,125.2,0.34
1215,46.3,39.7,124.4,0.28
1230,37.7,40.9,119.4,0.47
1245,43.0,34.7,138.5,0.3
1260,41.6,37.4,124.7,0.13
1275,45.0,41.0,127.5,0.25
1290,38.8,38.6,129.5,0.11
1305,42.6,38.4,137.4,0.15
1320,38.8,39.1,143.4,0.4
1335,41.7,36.1,135.1,0.46
1350,40.8,40.2,131.7,0.11
1365,43.5,35.7,145.5,0.44
1380,38.5,37.9,139.5,0.12
1395,41.5,39.6,125.9,0.22
1410,46.5,34.5,118.9,0.46
1425,36.9,35.5,119.2,0.28
1440,45.6,39.4,128.5,0.31
1455,44.2,36.3,131.7,0.38
1470,38.6,37.3,117.9,0.21
1485,43.2,41.8,134.1,0.1
