timestamp_offset_min,cpu_pct,memory_pct,latency_ms,error_rate
0,46.6,51.8,69.5,0.15
15,48.6,50.8,64.2,0.37
30,42.7,52.0,79.7,0.48
45,47.6,53.2,77.5,0.45
60,48.2,55.1,75.1,0.3
75,42.7,53.6,75.2,0.11
90,43.0,48.0,64.9,0.27
105,42.6,53.1,79.7,0.12
120,49.2,50.3,62.6,0.09
135,43.9,53.8,80.3,0.21
150,45.1,51.3,61.4,0.01
165,42.4,49.7,78.6,0.15
180,41.1,53.6,65.0,0.05
195,48.6,54.2,60.5,0.49
210,43.9,51.3,66.6,0.4
225,47.9,52.9,80.6,0.04
240,45.7,54.1,84.1,0.35
255,45.1,49.2,61.7,0.03
270,43.0,49.4,68.5,0.18
285,45.7,53.0,70.1,0.12
300,50.5,54.7,61.4,0.35
315,43.3,48.2,77.9,0.19
330,44.5,48.9,67.8,0.39
345,42.7,55.2,85.3,0.38
360,47.7,51.7,86.0,0.48
375,47.6,51.0,84.6,0.21
390,43.8,54.7,80.0,0.21
405,41.9,54.5,67.2,0.35
420,48.7,55.2,82.2,0.24
435,42.3,50.1,59.9,0.03
450,49.7,53.4,72.9,0.42
465,42.1,48.6,80.6,0.35
480,45.7,48.5,67.4,0.37
495,49.3,53.8,72.1,0.09
510,44.4,49.9,79.4,0.44
525,45.0,52.7,79.7,0.31
540,40.6,52.6,59.7,0.28
555,48.5,54.1,84.3,0.2
570,50.0,54.0,59.7,0.46
585,46.5,55.0,75.2,0.4
600,44.3,54.2,78.9,0.16
615,50.0,53.3,79.1,0.08
630,45.5,54.2,72.7,0.04
645,42.7,50.1,86.8,0.2
660,43.1,52.4,64.9,0.21
675,43.2,50.8,68.4,0.22
690,46.9,52.1,82.8,0.23
705,47.2,50.9,64.8,0.41
720,41.7,53.3,73.1,0.07
735,45.0,52.2,83.6,0.24
750,44.8,54.0,80.8,0.12
765,45.0,51.1,77.2,0.31
780,46.3,53.6,67.1,0.17
795,48.8,48.2,60.0,0.12
810,50.4,51.3,63.9,0.1
825,40.9,48.6,73.2,0.28
840,50.0,55.1,71.2,0.31
855,50.3,51.6,70.0,0.17
870,46.4,48.4,86.9,0.37
885,43.1,52.4,72.2,0.46
900,49.4,54.5,69.0,0.31
915,45.0,51.4,77.0,0.03
930,44.3,51.1,79.0,0.3
945,45.9,52.5,75.9,0.4
960,43.2,47.8,63.5,0.37
975,44.7,54.1,61.4,0.33
990,45.0,48.9,71.0,0.43
1005,48.5,51.6,64.3,0.11
1020,48.2,50.4,80.4,0.17
1035,45.0,47.9,67.6,0.2
1050,47.4,51.5,84.6,0.11
1065,50.1,50.7,68.4,0.39
1080,43.8,54.1,72.6,0.47
1095,43.0,48.2,69.1,0.35
1110,49.5,48.8,74.2,0.4
1125,44.0,52.8,78.9,0.34
1140,46.3,48.6,75.4,0.19
1155,41.9,54.2,59.1,0.05
1170,45.6,54.1,84.7,0.5
1185,42.2,52.0,74.0,0.34
1200,49.3,55.6,76.4,0.05
1215,48.9,54.0,80.8,0.17
1230,42.7,49.7,74.9,0.07
1245,45.9,49.3,66.8,0.05
1260,46.6,55.5,68.2,0.19
1275,47.6,54.7,76.4,0.34
1290,41.6,54.9,77.7,0.16
1305,41.1,48.6,62.2,0.26
1320,43.7,50.7,62.5,0.49
1335,49.0,48.4,84.2,0.12
1350,44.0,49.3,87.0,0.27
1365,43.3,53.2,62.0,0.27
1380,45.9,50.9,82.6,0.04
1395,43.9,52.7,60.7,0.35
1410,45.5,55.6,61.8,0.19
1425,41.8,55.2,79.6,0.03
1440,42.5,51.5,74.1,0.01
1455,47.9,53.3,58.6,0.44
1470,48.0,50.4,83.1,0.41
1485,46.4,51.1,73.9,0.07
