timestamp_offset_min,cpu_pct,memory_pct,latency_ms,error_rate
0,24.8,28.4,45.8,0.0
15,22.3,30.9,37.8,0.33
30,17.6,28.0,48.8,0.39
45,23.2,30.7,47.1,0.24
60,26.4,27.4,39.8,0.17
75,23.4,33.6,50.9,0.31
90,23.3,30.7,60.1,0.24
105,23.6,31.7,51.3,0.08
120,22.4,31.8,59.4,0.28
135,24.0,34.6,60.3,0.4
150,26.3,32.2,37.0,0.09
165,23.0,29.4,53.3,0.41
180,22.5,32.3,48.9,0.17
195,18.1,28.1,52.1,0.31
210,21.4,34.2,64.7,0.04
225,23.9,30.2,39.7,0.37
240,18.2,27.6,40.4,0.36
255,22.6,32.6,41.5,0.16
270,26.0,29.4,42.5,0.14
285,17.9,34.5,36.5,0.43
300,21.4,34.0,49.8,0.49
315,16.8,33.3,55.9,0.32
330,19.9,30.3,38.3,0.4
345,24.1,28.9,47.0,0.07
360,25.4,30.8,53.9,0.37
375,20.2,31.3,38.6,0.44
390,24.2,29.3,56.8,0.42
405,19.1,33.1,56.0,0.06
420,23.1,27.1,51.4,0.33
435,26.2,28.7,65.0,0.31
450,17.6,29.4,39.6,0.02
465,19.1,31.3,57.5,0.24
480,18.1,31.0,54.6,0.35
495,19.1,27.4,44.1,0.5
510,16.7,27.4,65.4,0.1
525,23.0,30.0,63.6,0.22
540,23.5,27.1,65.6,0.46
555,17.0,30.8,45.5,0.02
570,21.3,30.1,50.6,0.03
585,18.4,34.6,40.0,0.41
600,23.7,31.0,57.9,0.44
615,18.6,30.3,44.8,0.5
630,24.5,28.0,44.3,0.31
645,24.2,30.4,53.0,0.12
660,25.6,28.4,48.2,0.25
675,23.3,28.7,39.4,0.24
690,16.8,28.9,48.2,0.35
705,26.2,33.6,57.0,0.29
720,21.1,34.8,39.8,0.39
735,18.2,34.2,48.3,0.43
750,17.8,30.2,62.0,0.04
765,20.0,27.9,60.3,0.34
780,25.2,29.0,59.0,0.27
795,21.0,33.8,46.4,0.09
810,19.1,27.2,38.7,0.29
825,18.9,32.2,38.3,0.08
840,22.0,29.6,49.7,0.4
855,17.1,30.4,63.4,0.47
870,22.3,34.0,58.0,0.18
885,18.8,30.1,65.3,0.27
900,22.6,27.3,39.7,0.3
915,26.1,34.1,53.5,0.1
930,18.8,34.5,44.5,0.34
945,20.3,31.6,47.2,0.39
960,21.3,28.1,39.5,0.41
975,19.4,32.3,52.2,0.27
990,21.1,31.6,40.1,0.1
1005,17.3,33.8,40.0,0.32
1020,22.6,27.8,48.1,0.33
1035,22.6,27.5,45.8,0.11
1050,21.9,31.3,61.2,0.13
1065,19.0,33.6,48.1,0.45
1080,23.4,29.6,57.0,0.49
1095,25.9,33.4,38.7,0.18
1110,21.9,28.7,43.3,0.29
1125,24.7,34.2,42.0,0.24
1140,19.9,30.0,51.0,0.1
1155,25.1,28.0,39.5,0.18
1170,17.5,34.6,42.9,0.32
1185,23.1,27.5,52.5,0.15
1200,20.7,32.6,51.6,0.46
1215,16.8,30.2,48.1,0.06
1230,19.3,31.5,59.1,0.24
1245,21.4,30.7,62.8,0.12
1260,19.6,34.1,60.4,0.35
1275,17.7,31.9,55.0,0.32
1290,26.6,30.2,36.4,0.2
1305,25.0,29.3,57.7,0.22
1320,23.0,30.9,41.0,0.22
1335,16.6,31.8,40.5,0.01
1350,19.4,33.9,62.1,0.27
1365,18.7,29.8,48.7,0.22
1380,24.7,32.1,49.5,0.09
1395,18.5,33.4,64.6,0.39
1410,17.5,28.0,50.3,0.4
1425,18.0,32.2,39.4,0.47
1440,20.1,34.8,36.5,0.31
1455,18.2,31.9,37.5,0.24
1470,24.2,33.2,54.9,0.05
1485,18.0,27.0,65.1,0.02
