timestamp_offset_min,cpu_pct,memory_pct,latency_ms,error_rate
0,37.0,33.8,110.7,0.39
15,35.1,36.3,115.4,0.08
30,35.3,32.7,97.8,0.09
45,36.1,33.7,107.9,0.11
60,38.4,35.2,92.2,0.15
75,36.5,33.9,105.4,0.43
90,36.3,34.8,104.2,0.15
105,34.4,32.0,117.7,0.03
120,38.2,33.1,92.4,0.13
135,38.8,32.1,116.8,0.47
150,34.9,32.1,108.5,0.04
165,34.2,38.0,111.6,0.35
180,38.1,30.7,116.7,0.15
195,40.5,34.6,96.1,0.22
210,37.8,31.7,95.3,0.5
225,33.7,30.8,120.7,0.35
240,36.1,37.3,108.0,0.09
255,37.6,32.3,106.5,0.3
270,30.8,33.9,110.0,0.27
285,37.9,37.3,112.1,0.39
300,37.9,38.0,92.8,0.46
315,34.2,37.0,120.8,0.11
330,32.5,34.7,108.6,0.07
345,36.9,37.1,110.9,0.3
360,31.1,30.7,93.4,0.01
375,33.2,36.1,95.4,0.33
390,39.4,37.4,98.0,0.1
405,32.9,36.3,94.9,0.34
420,40.6,35.7,111.4,0.09
435,35.6,31.9,117.3,0.38
450,39.4,36.3,96.5,0.21
465,36.5,35.8,111.8,0.28
480,33.0,33.8,108.0,0.17
495,37.1,36.8,104.4,0.46
510,40.6,37.7,111.8,0.22
525,32.8,35.1,115.7,0.01
540,34.9,36.2,93.9,0.39
555,39.9,33.6,112.6,0.24
570,36.9,35.8,93.7,0.5
585,38.0,30.5,95.5,0.37
600,33.3,31.7,109.9,0.03
615,37.0,30.4,96.0,0.15
630,34.7,32.8,117.6,0.2
645,33.0,31.4,112.6,0.09
660,38.7,35.7,99.6,0.4
675,39.1,32.0,118.2,0.21
690,37.3,31.5,114.4,0.16
705,31.9,32.4,112.3,0.25
720,40.1,31.4,121.6,0.33
735,34.5,30.7,95.0,0.36
750,36.9,36.7,112.2,0.18
765,32.9,33.7,113.8,0.08
780,36.4,33.0,94.2,0.47
795,33.2,30.9,101.7,0.03
810,35.9,35.8,120.2,0.36
825,40.1,32.4,110.1,0.02
840,37.2,36.4,97.2,0.33
855,37.3,35.7,121.2,0.31
870,31.8,36.8,113.0,0.47
885,33.1,30.8,107.0,0.28
900,31.5,32.7,115.0,0.15
915,39.0,30.3,92.0,0.16
930,31.8,31.7,120.2,0.29
945,38.7,31.1,98.9,0.22
960,37.6,35.3,121.1,0.41
975,38.2,35.1,108.7,0.06
990,34.8,38.2,108.9,0.39
1005,37.1,36.6,118.9,0.09
1020,34.8,33.3,100.3,0.47
1035,40.3,35.2,93.4,0.01
1050,35.6,30.4,115.3,0.18
1065,31.7,31.1,95.6,0.22
1080,39.0,30.6,118.4,0.28
1095,36.5,36.9,103.6,0.5
1110,34.4,37.9,112.1,0.41
1125,38.0,32.2,97.7,0.24
1140,36.0,34.6,115.8,0.47
1155,36.7,36.3,115.1,0.46
1170,40.6,32.9,104.4,0.17
1185,38.2,34.3,93.8,0.04
1200,33.8,37.1,110.3,0.13
1215,34.0,37.4,109.8,0.11
1230,40.2,36.6,98.1,0.16
1245,35.0,36.5,97.5,0.13
1260,40.2,36.5,101.0,0.1
1275,39.6,31.5,112.0,0.46
1290,33.7,31.1,111.4,0.49
1305,38.0,36.1,94.3,0.37
1320,34.6,37.4,98.0,0.26
1335,35.2,33.7,108.3,0.5
1350,31.8,31.8,97.2,0.14
1365,38.8,38.0,105.6,0.01
1380,40.2,33.0,120.9,0.32
1395,36.5,34.3,113.1,0.4
1410,39.8,33.6,99.4,0.46
1425,38.4,32.7,101.8,0.11
1440,37.2,34.2,116.9,0.09
1455,36.6,35.7,100.6,0.15
1470,38.7,34.3,110.7,0.3
1485,40.2,37.4,120.7,0.22
