timestamp_offset_min,cpu_pct,memory_pct,latency_ms,error_rate
0,40.6,39.1,124.1,0
15,49.7,40.4,118.7,0.01
30,33.5,42.1,130.7,0.02
45,34.0,42.3,124.4,0.0
60,30.8,41.9,129.6,0.03
75,28.4,42.2,143.3,0.04
90,31.9,42.0,126.0,0.06
105,28.7,42.2,138.8,0.03
120,34.5,44.6,141.4,0.12
135,32.9,44.3,142.6,0.08
150,33.6,44.7,159.5,0.09
165,45.7,44.5,176.5,0.16
180,48.7,45.6,180.5,0.16
195,31.8,44.6,180.7,0.14
210,28.1,48.0,191.5,0.05
225,25.4,43.9,201.4,0.06
240,43.5,47.0,172.4,0.1
255,46.1,46.5,174.2,0.05
270,47.3,46.8,200.4,0.24
285,47.2,46.8,207.5,0.24
300,26.6,49.1,186.4,0.07
315,38.7,47.9,222.1,0.12
330,48.3,47.6,230.9,0.22
345,48.8,48.3,244.3,0.15
360,25.2,50.8,228.0,0.19
375,51.5,50.1,210.4,0.01
390,44.4,51.2,204.1,0.23
405,35.9,48.9,250.7,0.1
420,37.3,50.9,250.8,0.24
435,39.2,49.9,232.5,0.03
450,28.1,55.2,240.3,0.07
465,40.0,50.8,270.1,0.26
480,34.4,54.5,295.3,0.45
495,42.9,55.3,241.9,0.44
510,41.7,51.5,221.9,0.21
525,41.1,54.4,245.1,0.0
540,31.9,52.2,328.6,0.07
555,42.2,56.5,289.0,0.41
570,38.9,56.5,228.2,0.25
585,53.7,57.7,298.9,0.51
600,46.6,55.8,320.4,0.03
615,44.5,57.3,252.2,0.15
630,48.2,61.0,354.4,0.13
645,33.3,54.6,278.9,0.47
660,34.8,63.8,265.1,0.47
675,53.2,60.1,276.7,0.64
690,37.1,55.3,333.1,0.23
705,51.2,59.9,323.4,0.53
720,50.1,60.1,401.0,0.24
735,46.7,59.9,352.1,0.61
750,32.1,60.6,262.1,0.15
765,50.9,63.6,331.3,0.55
780,26.6,60.0,385.6,0.55
795,34.7,60.8,319.3,0.48
810,38.6,64.2,397.0,0.33
825,35.6,65.0,405.7,0.68
840,52.8,65.6,286.6,0.21
855,35.6,66.8,291.4,0.74
870,52.7,65.1,286.1,0.61
885,44.3,61.2,422.8,0.77
900,49.3,64.4,362.2,0.26
915,30.2,71.5,344.3,0.14
930,46.2,70.1,365.2,0.15
945,38.4,70.7,421.7,0.78
960,30.7,69.4,336.3,0.93
975,54.6,61.7,445.0,0.3
990,27.8,65.9,418.7,0.32
1005,34.4,63.7,321.3,0.11
1020,38.3,66.9,446.5,0.84
1035,37.2,69.5,392.3,0.59
1050,45.5,74.0,347.4,0.25
1065,50.8,65.1,380.5,0.26
1080,36.6,76.8,431.4,0.86
1095,55.0,70.2,425.8,0.26
1110,48.1,75.8,474.7,0.08
1125,42.3,66.9,443.2,0.01
1140,53.2,68.3,496.5,1.02
1155,37.4,68.6,364.6,1.05
1170,34.4,74.3,381.2,1.1
1185,30.3,71.5,509.2,1.03
1200,30.5,70.7,385.3,1.2
1215,49.9,80.3,394.0,0.54
1230,45.7,78.7,470.6,0.21
1245,35.2,77.9,588.5,0.95
1260,54.6,78.0,510.1,1.2
1275,32.5,80.8,487.6,1.12
1290,35.4,79.7,496.5,1.23
1305,33.3,72.3,443.9,0.62
1320,37.8,80.1,627.8,1.18
1335,31.2,80.0,536.5,1.31
1350,33.5,84.2,573.9,1.18
1365,29.9,74.1,446.5,1.32
1380,37.9,73.8,484.5,0.89
1395,52.1,79.7,429.7,0.52
1410,31.6,76.9,457.2,1.02
1425,36.2,79.9,521.5,1.38
1440,50.3,85.5,663.5,0.42
1455,33.8,78.8,547.2,1.3
1470,41.7,80.0,485.5,1.34
1485,50.1,85.3,654.7,0.84
