timestamp_offset_min,cpu_pct,memory_pct,latency_ms,error_rate
0,46.1,53.9,65.4,0.19
15,45.6,58.5,66.0,0.32
30,42.0,58.2,74.4,0.25
45,42.7,54.4,81.5,0.39
60,47.1,54.8,94.4,0.22
75,42.0,61.3,78.4,0.3
90,39.7,59.4,93.5,0.43
105,41.3,58.2,93.1,0.04
120,43.7,57.2,85.3,0.38
135,45.8,57.5,79.8,0.44
150,43.7,57.2,76.6,0.05
165,47.1,58.4,94.8,0.1
180,40.5,61.1,93.9,0.29
195,42.8,59.6,72.6,0.46
210,39.0,60.8,82.0,0.25
225,42.1,61.1,76.5,0.33
240,40.4,57.2,72.0,0.31
255,46.3,57.5,66.3,0.42
270,40.6,55.0,87.9,0.26
285,38.8,54.0,73.1,0.02
300,45.5,59.1,94.1,0.02
315,45.2,57.0,91.1,0.26
330,44.7,55.2,75.4,0.39
345,43.1,58.8,70.0,0.03
360,42.6,60.9,65.4,0.19
375,39.9,60.0,74.0,0.09
390,45.1,55.9,79.7,0.05
405,40.4,58.9,79.8,0.01
420,41.5,56.0,83.1,0.49
435,38.8,55.9,65.4,0.49
450,43.1,56.1,89.0,0.01
465,40.0,55.0,66.1,0.38
480,41.2,55.8,68.8,0.03
495,47.4,59.8,87.5,0.24
510,44.1,60.1,71.4,0.15
525,39.8,58.0,83.4,0.47
540,45.6,58.9,90.4,0.39
555,38.4,59.7,80.0,0.04
570,42.7,59.9,65.9,0.43
585,41.9,54.3,80.6,0.05
600,47.3,58.9,85.0,0.01
615,41.5,59.1,84.2,0.12
630,42.1,58.2,89.6,0.15
645,43.5,56.8,88.4,0.26
660,44.6,59.5,93.5,0.14
675,43.8,58.5,79.3,0.43
690,41.6,54.3,70.8,0.28
705,39.9,61.2,66.5,0.12
720,47.9,58.4,84.2,0.07
735,44.7,57.8,78.8,0.41
750,44.5,54.3,67.2,0.46
765,41.2,61.5,76.4,0.35
780,42.6,54.4,93.8,0.27
795,43.8,60.1,84.5,0.37
810,42.4,58.4,74.6,0.47
825,44.9,61.4,90.2,0.06
840,47.3,58.4,67.2,0.06
855,40.5,56.2,68.9,0.23
870,47.4,54.1,88.0,0.23
885,46.8,58.1,82.1,0.13
900,46.0,56.0,86.0,0.26
915,47.5,55.5,80.8,0.3
930,40.1,55.6,86.4,0.06
945,43.5,56.2,85.1,0.12
960,46.9,56.5,87.4,0.38
975,39.4,54.1,90.4,0.31
990,44.6,55.0,73.3,0.19
1005,43.5,57.8,92.4,0.33
1020,40.8,56.3,83.2,0.28
1035,40.3,56.8,72.6,0.34
1050,42.9,61.4,87.0,0.39
1065,44.0,61.0,89.1,0.09
1080,42.3,61.5,74.0,0.47
1095,42.4,58.2,93.4,0.29
1110,44.5,57.1,75.8,0.46
1125,42.3,57.2,89.4,0.44
1140,42.7,56.9,94.1,0.25
1155,44.1,58.8,92.9,0.11
1170,38.6,56.5,79.2,0.1
1185,45.7,58.3,80.1,0.23
1200,39.4,54.1,84.4,0.37
1215,45.8,56.3,86.3,0.05
1230,38.5,54.1,68.7,0.03
1245,47.6,54.4,84.8,0.18
1260,38.6,54.6,80.5,0.31
1275,38.9,55.5,82.5,0.24
1290,42.5,57.9,79.7,0.44
1305,39.3,58.0,65.8,0.06
1320,46.0,55.5,83.7,0.19
1335,43.8,54.5,74.0,0.46
1350,42.5,55.0,88.9,0.22
1365,41.5,56.7,71.4,0.29
1380,46.9,61.5,92.2,0.17
1395,44.4,60.7,91.4,0.18
1410,48.0,60.5,86.6,0.11
1425,40.8,54.7,79.4,0.12
1440,45.4,57.7,73.2,0.46
1455,45.3,56.8,69.6,0.22
1470,44.4,59.9,87.4,0.33
1485,43.8,57.6,83.3,0.24
