timestamp_offset_min,cpu_pct,memory_pct,latency_ms,error_rate
0,46.0,29.8,137.6,0.26
15,41.5,34.2,150.3,0.07
30,42.8,29.1,139.8,0.05
45,41.2,31.1,134.4,0.16
60,42.1,34.5,142.7,0.16
75,48.0,29.8,148.9,0.46
90,40.4,32.7,145.1,0.4
105,42.7,32.8,150.6,0.44
120,42.7,28.3,127.6,0.43
135,39.1,29.2,142.6,0.09
150,39.3,34.6,152.6,0.27
165,42.3,32.9,134.0,0.31
180,43.9,31.8,143.5,0.18
195,47.0,30.1,151.9,0.26
210,47.3,34.9,133.2,0.36
225,40.8,33.8,148.4,0.32
240,40.0,33.1,141.7,0.34
255,46.6,34.5,149.4,0.33
270,47.6,28.4,149.6,0.15
285,42.6,30.9,145.8,0.31
300,43.5,31.6,146.6,0.26
315,44.7,35.4,138.6,0.4
330,44.7,29.4,129.8,0.2
345,42.3,29.1,148.7,0.37
360,43.9,29.2,146.0,0.22
375,46.5,30.0,126.5,0.42
390,46.1,32.2,127.0,0.47
405,45.9,27.8,142.1,0.25
420,47.1,31.9,129.9,0.27
435,40.3,31.0,141.6,0.2
450,44.0,31.8,153.7,0.12
465,46.8,29.0,144.3,0.38
480,45.7,30.2,128.3,0.4
495,47.5,34.0,135.3,0.16
510,41.6,28.9,129.7,0.29
525,40.1,28.3,148.9,0.49
540,43.6,33.5,138.3,0.47
555,43.2,33.3,150.3,0.27
570,47.3,29.2,150.8,0.47
585,39.2,35.0,147.2,0.35
600,44.0,34.9,154.7,0.23
615,45.8,29.4,141.8,0.41
630,47.8,28.0,131.3,0.1
645,42.1,31.9,137.5,0.22
660,48.1,32.9,143.0,0.04
675,47.0,33.7,154.7,0.3
690,41.6,27.7,149.8,0.22
705,42.5,34.2,138.9,0.4
720,48.5,32.6,139.1,0.47
735,47.1,32.0,129.3,0.05
750,40.8,32.8,153.1,0.1
765,47.7,29.4,149.7,0.27
780,44.0,29.2,135.0,0.24
795,39.0,34.3,143.4,0.02
810,48.3,28.3,132.4,0.4
825,47.8,27.8,153.0,0.14
840,38.9,32.1,140.9,0.19
855,43.2,32.6,135.4,0.21
870,46.4,34.2,132.4,0.23
885,46.3,29.3,136.0,0.42
900,43.4,31.1,154.3,0.38
915,41.8,30.2,148.2,0.39
930,45.7,31.0,141.8,0.35
945,42.2,30.6,143.5,0.44
960,40.0,33.5,145.8,0.1
975,48.3,30.9,137.4,0.47
990,40.4,31.6,148.6,0.22
1005,43.8,33.9,135.3,0.25
1020,40.8,34.5,137.9,0.09
1035,43.6,28.5,126.5,0.34
1050,45.4,34.7,143.6,0.28
1065,42.0,28.6,139.0,0.36
1080,41.6,29.5,144.8,0.38
1095,48.0,28.3,152.4,0.46
1110,46.1,31.7,154.8,0.21
1125,44.9,32.0,139.1,0.3
1140,44.6,27.9,152.7,0.45
1155,48.1,28.3,141.5,0.29
1170,44.4,29.3,138.8,0.31
1185,42.0,33.8,138.5,0.03
1200,38.8,30.9,151.3,0.38
1215,40.3,29.2,144.0,0.05
1230,47.5,35.0,140.0,0.01
1245,41.3,27.6,142.9,0.38
1260,45.5,31.5,148.6,0.44
1275,43.7,27.9,135.7,0.02
1290,43.8,29.1,132.5,0.22
1305,46.4,32.6,143.8,0.12
1320,46.4,27.8,151.6,0.35
1335,45.7,33.1,148.9,0.13
1350,46.0,35.2,126.4,0.22
1365,46.0,32.8,141.7,0.23
1380,44.2,35.4,152.3,0.17
1395,45.8,29.1,153.0,0.43
1410,46.8,33.5,126.4,0.1
1425,44.3,35.1,130.3,0.32
1440,45.9,28.6,151.2,0.06
1455,44.0,29.0,147.5,0.19
1470,41.6,30.8,148.9,0.48
1485,41.9,30.1,131.0,0.07
