timestamp_offset_min,cpu_pct,memory_pct,latency_ms,error_rate
0,27.5,48.9,138.2,0.15
15,31.9,48.5,135.5,0.27
30,27.1,43.3,133.0,0.04
45,32.2,44.8,124.9,0.2
60,34.0,45.5,115.2,0.17
75,33.5,45.3,117.6,0.19
90,33.8,48.3,119.9,0.0
105,35.3,49.2,135.3,0.12
120,32.1,43.9,126.6,0.11
135,27.9,45.6,112.7,0.15
150,30.0,45.8,113.5,0.01
165,32.1,49.3,134.1,0.41
180,27.7,48.3,136.2,0.04
195,28.2,45.7,113.1,0.11
210,30.0,50.1,126.2,0.06
225,28.1,44.0,120.9,0.38
240,36.8,49.2,139.4,0.01
255,31.0,44.9,126.0,0.01
270,31.8,49.1,114.7,0.49
285,35.4,45.6,116.6,0.12
300,27.1,50.4,118.9,0.05
315,35.6,48.4,112.2,0.04
330,30.6,49.5,125.9,0.28
345,27.0,50.2,112.4,0.28
360,27.1,45.9,135.8,0.44
375,29.3,45.7,138.7,0.38
390,35.7,49.3,114.6,0.09
405,32.5,45.6,133.8,0.03
420,36.9,47.7,122.3,0.44
435,36.3,48.3,138.3,0.21
450,31.3,49.0,119.3,0.25
465,30.7,43.3,132.0,0.18
480,32.0,49.7,135.4,0.24
495,28.2,45.3,116.0,0.47
510,30.3,43.1,133.3,0.11
525,36.0,43.5,128.8,0.32
540,31.5,49.7,115.7,0.25
555,29.0,46.6,130.3,0.12
570,35.5,46.6,121.8,0.27
585,35.6,44.9,136.4,0.19
600,34.3,45.1,134.4,0.3
615,36.0,44.6,114.2,0.15
630,33.2,49.5,113.9,0.34
645,31.4,44.4,118.6,0.24
660,34.5,48.4,134.1,0.3
675,28.4,49.1,132.5,0.38
690,35.4,46.5,115.2,0.27
705,36.0,47.7,135.0,0.13
720,29.3,46.8,130.0,0.03
735,29.8,50.0,136.6,0.33
750,34.9,45.9,123.9,0.36
765,32.1,44.0,128.5,0.07
780,29.7,43.1,118.9,0.27
795,36.2,48.5,122.2,0.43
810,35.3,43.9,131.2,0.39
825,31.7,43.7,131.9,0.45
840,28.6,50.6,129.1,0.46
855,29.8,49.5,126.0,0.15
870,35.4,47.8,127.8,0.35
885,31.2,50.2,123.5,0.29
900,32.1,46.2,138.9,0.07
915,32.9,46.4,125.7,0.14
930,36.8,47.9,123.9,0.42
945,35.9,48.4,137.2,0.22
960,32.9,48.4,124.5,0.2
975,35.2,50.1,131.1,0.25
990,28.6,45.2,128.9,0.48
1005,30.3,46.8,123.1,0.17
1020,34.6,49.8,122.0,0.34
1035,33.0,47.2,120.9,0.24
1050,33.2,47.3,116.8,0.48
1065,29.6,47.2,137.4,0.09
1080,31.9,49.3,117.3,0.3
1095,29.6,46.0,127.4,0.03
1110,35.4,49.9,124.1,0.12
1125,28.9,46.4,132.0,0.38
1140,28.3,47.1,115.1,0.39
1155,34.0,45.0,134.8,0.29
1170,36.8,48.8,115.1,0.07
1185,28.7,44.6,113.9,0.29
1200,33.3,50.4,134.5,0.02
1215,33.5,46.4,138.3,0.35
1230,34.5,47.3,123.7,0.13
1245,31.3,44.1,118.9,0.0
1260,28.1,46.6,125.1,0.2
1275,29.5,44.5,135.5,0.47
1290,35.1,49.1,127.8,0.09
1305,28.5,43.7,110.7,0.21
1320,34.3,49.6,139.8,0.46
1335,35.5,49.3,130.6,0.24
1350,35.5,48.9,137.7,0.48
1365,31.5,44.6,137.7,0.19
1380,36.7,43.1,130.4,0.49
1395,29.7,48.3,128.5,0.29
1410,30.5,50.7,117.3,0.08
1425,35.4,46.8,133.0,0.09
1440,27.3,49.1,132.9,0.18
1455,34.6,49.9,127.1,0.5
1470,33.4,46.2,138.9,0.28
1485,29.1,46.6,140.4,0.06
