timestamp_offset_min,cpu_pct,memory_pct,latency_ms,error_rate
0,38.5,46.8,108.7,0.37
15,42.4,42.2,97.6,0.3
30,39.4,45.6,101.6,0.5
45,43.3,48.9,123.3,0.04
60,44.6,48.2,99.9,0.26
75,36.0,43.4,102.4,0.35
90,44.3,43.1,119.7,0.43
105,41.1,42.5,115.8,0.24
120,39.8,47.4,118.1,0.21
135,36.6,46.2,104.6,0.22
150,42.5,42.3,110.2,0.42
165,38.9,48.5,97.9,0.27
180,45.1,43.3,111.6,0.3
195,40.8,48.0,124.2,0.08
210,37.5,44.3,120.7,0.26
225,40.7,43.5,112.8,0.34
240,43.3,43.8,121.6,0.18
255,38.0,43.2,110.3,0.15
270,42.3,47.4,96.8,0.38
285,36.1,42.8,111.3,0.07
300,44.0,45.7,99.7,0.47
315,36.4,42.6,110.8,0.07
330,39.0,48.0,100.2,0.36
345,43.8,45.6,114.4,0.4
360,40.0,41.4,116.2,0.32
375,42.4,45.2,118.7,0.2
390,37.8,48.0,101.2,0.34
405,43.4,44.1,109.1,0.18
420,42.4,48.0,99.1,0.09
435,37.0,43.5,95.4,0.16
450,36.5,43.8,100.8,0.04
465,44.1,46.8,116.1,0.05
480,43.1,48.8,115.8,0.1
495,45.0,42.9,96.6,0.43
510,35.8,44.5,100.1,0.09
525,38.5,43.9,113.1,0.23
540,42.6,41.1,100.9,0.17
555,38.3,45.0,121.0,0.25
570,37.2,48.3,96.9,0.45
585,39.1,46.2,124.3,0.08
600,40.5,46.1,101.1,0.19
615,37.4,48.7,118.0,0.13
630,40.3,42.4,97.0,0.37
645,39.5,47.2,106.5,0.45
660,40.5,42.4,113.5,0.1
675,40.1,45.0,106.3,0.34
690,40.7,43.1,121.4,0.04
705,37.4,41.2,116.4,0.05
720,37.8,49.1,108.5,0.45
735,41.9,43.2,123.9,0.44
750,39.5,46.1,97.1,0.32
765,37.6,41.8,95.3,0.21
780,41.9,47.3,108.4,0.16
795,36.9,46.0,110.2,0.05
810,42.9,46.0,104.6,0.2
825,41.2,47.2,95.2,0.45
840,45.0,45.3,101.4,0.14
855,38.3,43.0,112.3,0.14
870,40.9,47.8,96.5,0.3
885,38.1,45.3,103.1,0.09
900,37.2,48.9,101.8,0.07
915,39.4,46.3,112.3,0.19
930,39.2,45.8,122.0,0.42
945,39.2,41.7,114.2,0.18
960,36.3,48.9,119.8,0.38
975,37.2,41.3,112.2,0.07
990,36.3,47.1,95.3,0.1
1005,40.0,45.8,107.1,0.01
1020,38.0,46.9,110.2,0.18
1035,41.5,48.1,111.4,0.16
1050,42.0,43.9,118.7,0.25
1065,41.1,45.9,118.8,0.44
1080,43.5,45.9,113.3,0.31
1095,41.8,44.1,100.9,0.43
1110,37.8,47.6,97.4,0.48
1125,40.7,43.9,95.9,0.44
1140,40.8,44.6,111.2,0.13
1155,41.9,48.8,105.8,0.06
1170,39.9,45.5,111.2,0.05
1185,41.8,45.1,97.2,0.06
1200,40.7,42.6,94.7,0.25
1215,43.1,43.6,99.5,0.2
1230,44.3,47.3,110.2,0.11
1245,39.4,44.7,118.0,0.0
1260,38.8,48.9,96.1,0.11
1275,42.1,42.5,114.9,0.1
1290,42.7,42.1,107.6,0.17
1305,42.1,45.1,122.6,0.03
1320,44.5,41.2,120.5,0.05
1335,36.1,47.2,105.2,0.33
1350,39.4,45.6,95.4,0.09
1365,39.0,42.0,96.4,0.08
1380,38.8,41.2,123.7,0.44
1395,38.1,41.8,105.1,0.34
1410,38.5,42.1,115.2,0.07
1425,37.0,47.5,119.8,0.13
1440,43.2,45.3,95.3,0.24
1455,39.2,42.4,122.5,0.35
1470,43.8,42.4,124.0,0.18
1485,40.2,41.7,98.5,0.01
