timestamp_offset_min,cpu_pct,memory_pct,latency_ms,error_rate
0,30.2,33.3,76.2,0.2
15,28.3,31.7,103.0,0.2
30,26.3,31.9,82.1,0.27
45,29.5,33.1,79.2,0.28
60,35.6,28.7,86.9,0.08
75,34.0,29.7,103.2,0.46
90,31.5,31.9,83.6,0.44
105,31.6,28.8,91.3,0.11
120,26.6,31.5,77.1,0.4
135,34.5,32.8,92.6,0.4
150,29.7,33.4,93.3,0.49
165,35.0,28.6,89.7,0.47
180,35.9,30.7,93.4,0.4
195,27.9,26.2,89.9,0.48
210,31.7,28.4,103.1,0.44
225,27.0,28.7,77.2,0.43
240,33.4,33.0,77.7,0.4
255,30.8,28.5,101.4,0.08
270,28.3,26.7,81.9,0.34
285,35.7,31.6,102.6,0.16
300,35.5,32.2,105.1,0.17
315,29.1,33.5,103.3,0.28
330,35.1,31.5,83.6,0.3
345,34.6,33.1,79.1,0.14
360,27.5,26.9,78.3,0.04
375,34.2,28.7,88.2,0.16
390,35.6,32.3,102.2,0.06
405,35.8,27.1,88.4,0.43
420,35.2,33.4,80.2,0.05
435,29.4,31.6,75.9,0.02
450,26.4,28.6,93.7,0.5
465,29.0,32.5,78.6,0.21
480,27.2,26.6,85.4,0.29
495,28.5,28.9,75.9,0.21
510,29.5,33.2,101.1,0.5
525,34.0,33.4,100.9,0.43
540,29.9,33.2,82.5,0.04
555,28.1,26.2,97.5,0.01
570,28.9,29.0,100.7,0.38
585,27.3,31.1,99.7,0.14
600,28.9,27.2,90.9,0.02
615,32.1,32.3,83.0,0.39
630,26.2,27.2,90.7,0.0
645,29.2,31.1,98.0,0.49
660,32.9,27.8,94.7,0.2
675,34.2,27.3,105.4,0.22
690,34.9,32.6,100.2,0.39
705,35.4,26.6,77.1,0.06
720,30.6,28.3,88.0,0.01
735,35.8,30.9,91.7,0.12
750,28.4,31.6,104.6,0.07
765,30.4,28.2,98.1,0.34
780,32.9,26.8,101.4,0.38
795,30.5,33.8,92.5,0.4
810,27.4,31.7,99.4,0.42
825,28.0,29.0,92.6,0.1
840,28.2,27.8,90.0,0.33
855,29.7,29.4,91.1,0.31
870,28.3,28.3,94.6,0.28
885,28.4,28.3,77.6,0.2
900,32.6,33.5,93.3,0.15
915,33.2,33.4,88.7,0.33
930,28.8,32.9,103.0,0.42
945,27.7,30.0,93.0,0.21
960,26.5,30.4,84.7,0.3
975,32.0,26.2,95.4,0.1
990,28.9,26.2,94.2,0.42
1005,30.9,31.5,95.8,0.0
1020,33.0,30.4,81.6,0.26
1035,33.3,29.8,92.6,0.05
1050,32.0,27.1,90.0,0.2
1065,27.9,28.6,93.8,0.02
1080,28.1,26.3,83.4,0.21
1095,26.4,29.7,98.1,0.14
1110,32.9,28.5,88.7,0.08
1125,28.8,29.6,100.6,0.13
1140,32.2,33.0,81.9,0.42
1155,33.7,28.5,84.1,0.38
1170,31.9,32.2,80.3,0.4
1185,30.2,32.5,85.6,0.29
1200,34.3,26.5,77.5,0.25
1215,34.0,33.1,91.9,0.17
1230,33.5,30.9,80.6,0.36
1245,28.8,29.3,87.4,0.5
1260,26.9,31.8,81.3,0.44
1275,33.9,32.9,90.7,0.15
1290,31.3,26.4,85.1,0.45
1305,28.0,26.4,76.1,0.32
1320,33.6,29.3,95.9,0.28
1335,27.8,31.7,104.8,0.22
1350,33.5,32.9,82.7,0.01
1365,32.0,31.1,101.3,0.15
1380,31.5,26.8,82.1,0.1
1395,26.7,32.6,103.7,0.48
1410,29.7,30.2,102.3,0.1
1425,31.0,33.3,100.9,0.26
1440,27.5,26.6,92.1,0.35
1455,34.1,27.8,93.3,0.16
1470,36.0,28.8,97.2,0.41
1485,26.6,26.6,95.7,0.45
