timestamp_offset_min,cpu_pct,memory_pct,latency_ms,error_rate
0,19.5,37.4,134.1,0.41
15,21.6,33.9,133.7,0.46
30,21.1,34.8,135.0,0.44
45,20.2,34.1,126.4,0.36
60,21.7,38.5,118.6,0.23
75,17.8,36.4,134.1,0.15
90,21.9,35.1,116.8,0.38
105,26.5,40.1,125.4,0.24
120,20.7,36.5,114.2,0.19
135,20.2,40.1,111.7,0.17
150,24.2,33.6,130.8,0.24
165,21.0,37.8,124.3,0.19
180,26.1,37.7,126.2,0.16
195,21.2,40.8,132.6,0.22
210,21.0,40.2,126.0,0.24
225,18.2,34.8,124.8,0.45
240,22.6,40.6,130.5,0.31
255,24.8,37.1,117.9,0.11
270,18.9,35.1,123.8,0.22
285,20.9,40.7,128.7,0.16
300,17.7,38.6,128.2,0.16
315,20.0,40.3,121.8,0.36
330,22.0,38.9,110.5,0.21
345,19.4,36.9,120.8,0.3
360,22.5,36.4,118.5,0.27
375,21.9,40.4,117.3,0.22
390,26.1,33.8,111.3,0.18
405,21.0,36.7,126.2,0.32
420,25.7,39.6,133.8,0.0
435,22.9,39.9,126.3,0.29
450,27.4,37.5,129.9,0.37
465,19.1,35.6,126.0,0.17
480,22.9,35.7,133.5,0.3
495,22.7,38.3,132.2,0.09
510,20.6,33.1,108.1,0.32
525,23.7,36.8,137.0,0.26
540,24.7,40.7,118.5,0.03
555,24.9,35.4,119.2,0.37
570,25.5,39.4,131.4,0.2
585,17.4,36.1,110.0,0.15
600,23.7,40.6,123.3,0.41
615,18.2,38.1,120.6,0.13
630,24.6,37.9,137.2,0.14
645,18.4,37.6,134.5,0.49
660,18.7,33.2,134.7,0.04
675,27.0,40.1,129.8,0.13
690,18.7,39.8,134.7,0.3
705,25.3,37.5,118.6,0.04
720,21.6,33.1,119.8,0.2
735,26.7,36.1,113.7,0.48
750,25.9,39.5,130.8,0.27
765,19.1,35.3,119.3,0.15
780,19.3,33.4,118.5,0.09
795,21.5,39.0,122.4,0.5
810,19.3,34.1,116.3,0.47
825,22.0,38.5,119.3,0.49
840,21.0,36.3,123.4,0.19
855,20.9,40.9,130.9,0.22
870,22.1,37.1,128.8,0.18
885,21.9,37.7,121.2,0.24
900,21.5,36.2,118.6,0.46
915,20.5,40.7,124.4,0.45
930,25.2,33.7,120.5,0.33
945,20.0,39.9,116.9,0.43
960,25.1,35.1,133.6,0.25
975,26.2,37.0,115.1,0.15
990,18.4,35.5,125.0,0.29
1005,17.7,33.9,121.8,0.23
1020,21.8,37.3,133.1,0.08
1035,20.1,37.7,113.9,0.48
1050,22.5,37.1,125.7,0.32
1065,24.9,33.3,113.9,0.27
1080,25.9,35.5,134.2,0.42
1095,21.7,37.2,111.5,0.27
1110,24.9,34.0,131.1,0.27
1125,18.0,36.6,137.0,0.21
1140,24.2,39.5,134.0,0.2
1155,26.0,38.2,118.0,0.38
1170,23.0,38.0,110.5,0.41
1185,21.5,35.4,113.8,0.12
1200,25.6,39.5,119.3,0.45
1215,18.1,33.9,134.1,0.36
1230,20.3,40.3,113.2,0.05
1245,21.6,39.0,120.6,0.14
1260,19.0,39.7,108.8,0.09
1275,19.8,39.4,109.3,0.25
1290,21.3,33.8,115.7,0.14
1305,26.1,35.7,113.2,0.34
1320,25.8,34.7,134.3,0.33
1335,24.5,39.9,137.2,0.34
1350,19.0,35.2,132.8,0.45
1365,20.7,34.1,132.7,0.07
1380,17.7,37.5,115.0,0.12
1395,18.2,40.5,134.3,0.12
1410,26.4,33.5,128.3,0.36
1425,22.5,33.3,108.8,0.12
1440,26.6,36.6,107.9,0.04
1455,22.5,38.1,117.0,0.14
1470,19.0,35.7,124.0,0.41
1485,17.5,33.9,137.4,0.38
