timestamp_offset_min,cpu_pct,memory_pct,latency_ms,error_rate
0,51.9,39.1,95.0,0.24
15,52.8,37.7,94.3,0.04
30,43.7,35.6,120.0,0.18
45,50.9,40.3,117.9,0.36
60,43.3,39.3,107.9,0.46
75,46.2,40.7,103.0,0.04
90,46.1,41.7,106.9,0.08
105,51.3,41.3,117.8,0.33
120,45.7,41.6,98.5,0.35
135,48.2,39.8,105.2,0.02
150,51.1,36.3,109.6,0.24
165,49.3,38.7,108.5,0.22
180,43.4,37.2,117.4,0.35
195,48.3,37.1,116.1,0.03
210,43.8,39.7,114.2,0.08
225,45.6,37.3,93.2,0.2
240,48.3,37.8,103.5,0.26
255,50.2,38.1,110.3,0.04
270,43.3,35.5,110.4,0.36
285,48.1,35.4,92.9,0.46
300,43.5,35.5,119.2,0.11
315,46.0,37.7,97.4,0.21
330,52.9,39.9,109.4,0.12
345,48.0,39.6,95.2,0.18
360,48.4,41.6,93.8,0.26
375,49.1,39.2,120.0,0.09
390,49.0,39.8,112.9,0.49
405,48.9,37.3,98.7,0.03
420,46.8,39.7,98.9,0.28
435,51.0,38.4,92.6,0.12
450,49.1,39.2,101.4,0.36
465,47.0,38.1,95.3,0.38
480,50.3,38.0,93.5,0.21
495,47.0,40.6,105.2,0.2
510,50.1,39.9,110.0,0.26
525,49.3,37.1,95.0,0.43
540,49.9,40.1,115.9,0.39
555,45.6,38.1,114.9,0.5
570,44.9,35.7,91.9,0.46
585,44.3,35.7,110.9,0.47
600,43.3,42.0,114.5,0.37
615,48.2,35.6,121.3,0.5
630,44.1,38.5,109.9,0.26
645,45.3,37.3,109.1,0.14
660,47.5,39.2,104.9,0.22
675,45.3,42.8,95.4,0.31
690,51.3,37.9,116.9,0.45
705,45.5,38.5,94.8,0.0
720,47.9,38.8,101.7,0.28
735,47.2,38.6,105.6,0.15
750,52.0,41.6,115.9,0.33
765,45.4,41.4,120.1,0.14
780,51.1,41.1,117.0,0.26
795,51.0,38.2,113.3,0.21
810,48.2,36.5,110.5,0.31
825,46.1,42.1,105.8,0.04
840,51.7,35.4,103.7,0.33
855,50.8,42.9,106.8,0.12
870,49.5,41.7,98.7,0.15
885,46.1,35.7,114.9,0.19
900,49.7,35.5,117.9,0.29
915,46.6,40.7,107.5,0.23
930,46.8,35.4,113.5,0.17
945,49.3,39.4,96.1,0.34
960,43.3,35.8,100.4,0.47
975,49.1,36.8,112.8,0.19
990,43.5,35.9,114.6,0.11
1005,43.1,37.2,109.5,0.16
1020,49.6,37.1,111.2,0.32
1035,48.9,41.2,99.5,0.46
1050,52.1,41.9,93.6,0.41
1065,47.5,38.1,94.1,0.03
1080,50.5,40.7,121.0,0.43
1095,50.2,40.2,111.7,0.41
1110,48.2,36.9,96.9,0.34
1125,43.5,39.5,116.6,0.08
1140,46.8,38.2,113.9,0.1
1155,44.4,37.2,101.8,0.34
1170,50.9,41.8,102.0,0.37
1185,44.7,42.4,110.2,0.42
1200,47.6,35.2,92.4,0.08
1215,45.8,42.8,107.0,0.16
1230,49.2,42.6,100.4,0.1
1245,49.8,38.0,103.0,0.19
1260,48.0,40.2,99.6,0.2
1275,45.1,38.4,100.2,0.26
1290,52.5,40.4,119.2,0.25
1305,49.9,41.2,111.7,0.4
1320,47.6,39.4,112.8,0.26
1335,50.6,40.1,105.2,0.07
1350,43.9,41.5,103.8,0.1
1365,52.1,37.4,98.0,0.22
1380,49.4,38.7,114.4,0.07
1395,43.7,36.4,120.4,0.43
1410,49.3,35.9,110.9,0.25
1425,51.0,39.8,102.1,0.15
1440,44.0,38.9,94.0,0.45
1455,44.2,41.7,92.4,0.39
1470,43.6,38.9,96.3,0.37
1485,51.6,42.3,99.4,0.41
