timestamp_offset_min,cpu_pct,memory_pct,latency_ms,error_rate
0,27.7,34.1,127.2,0.2
15,21.2,35.4,116.2,0.31
30,24.5,34.7,131.9,0.33
45,24.6,35.6,113.8,0.25
60,29.2,36.2,111.9,0.4
75,30.4,37.3,122.6,0.2
90,26.6,30.7,113.2,0.35
105,27.6,36.3,119.7,0.28
120,28.5,32.4,127.7,0.0
135,22.2,35.9,139.8,0.21
150,29.8,36.7,112.1,0.21
165,22.3,31.4,124.9,0.46
180,29.4,30.5,123.5,0.37
195,30.6,36.8,125.4,0.11
210,22.7,36.1,134.9,0.49
225,22.9,33.1,134.4,0.06
240,29.2,30.3,123.9,0.38
255,25.3,36.3,123.9,0.04
270,28.7,33.8,131.0,0.42
285,24.4,34.8,139.5,0.13
300,22.9,31.8,121.3,0.26
315,25.4,35.0,124.1,0.39
330,23.0,37.3,123.5,0.45
345,29.4,34.9,138.2,0.06
360,25.7,37.5,119.9,0.17
375,22.4,37.1,129.6,0.22
390,25.8,35.4,126.2,0.2
405,26.6,30.4,117.4,0.48
420,28.1,36.2,120.9,0.2
435,26.2,30.4,135.2,0.17
450,29.4,32.7,138.8,0.06
465,23.6,30.6,117.3,0.05
480,22.8,32.2,114.3,0.48
495,28.2,34.7,111.5,0.28
510,21.5,33.6,123.0,0.31
525,21.8,30.2,121.9,0.33
540,23.3,33.2,128.8,0.46
555,25.5,31.0,122.9,0.13
570,23.6,33.0,123.2,0.45
585,21.5,35.1,125.2,0.41
600,30.5,30.4,117.0,0.16
615,30.4,35.4,119.3,0.38
630,22.5,35.4,139.9,0.08
645,21.7,30.2,122.5,0.0
660,24.7,32.1,120.3,0.37
675,22.7,30.7,110.9,0.41
690,22.8,31.1,139.2,0.42
705,24.0,30.1,136.9,0.01
720,31.0,34.7,118.2,0.4
735,30.8,36.5,114.8,0.24
750,30.7,32.0,131.3,0.33
765,31.0,31.4,121.2,0.4
780,24.2,35.2,117.9,0.41
795,25.6,35.5,120.1,0.27
810,26.6,31.1,136.5,0.26
825,21.9,29.7,121.7,0.11
840,22.8,33.8,134.0,0.32
855,28.3,32.7,130.9,0.01
870,27.5,35.4,117.7,0.07
885,27.4,32.4,137.8,0.25
900,21.8,36.1,139.3,0.22
915,23.1,34.4,128.1,0.35
930,25.0,36.5,127.0,0.2
945,22.1,30.8,129.5,0.38
960,30.6,36.4,118.9,0.4
975,27.6,31.3,139.2,0.1
990,27.4,33.7,129.6,0.42
1005,22.5,32.4,126.7,0.05
1020,24.4,30.7,139.5,0.36
1035,24.7,31.7,135.7,0.1
1050,25.9,35.2,128.3,0.08
1065,21.4,29.9,113.5,0.14
1080,23.3,32.0,126.5,0.46
1095,28.7,35.2,139.0,0.48
1110,25.6,30.5,119.9,0.33
1125,24.4,29.7,131.6,0.39
1140,24.6,31.1,127.3,0.05
1155,29.3,31.4,113.9,0.04
1170,23.7,33.1,111.6,0.49
1185,22.9,29.9,121.3,0.21
1200,26.3,35.2,126.9,0.1
1215,30.0,32.5,130.8,0.39
1230,22.8,30.7,111.7,0.16
1245,30.7,30.8,111.3,0.11
1260,30.1,34.0,117.0,0.36
1275,28.8,30.4,129.3,0.31
1290,27.1,37.1,116.7,0.17
1305,21.2,32.3,138.0,0.36
1320,29.8,31.6,132.1,0.27
1335,30.9,30.1,131.9,0.3
1350,30.3,35.2,124.4,0.27
1365,26.9,34.5,121.3,0.15
1380,30.0,29.9,111.1,0.23
1395,27.5,31.6,125.4,0.25
1410,25.7,35.2,132.2,0.32
1425,25.4,31.7,124.1,0.22
1440,30.9,30.8,127.2,0.27
1455,30.0,32.9,129.1,0.44
1470,24.9,34.5,110.6,0.08
1485,21.3,30.2,111.0,0.29
