timestamp_offset_min,cpu_pct,memory_pct,latency_ms,error_rate
0,40.1,40.1,105.3,0.16
15,46.7,41.4,112.7,0.37
30,42.8,34.3,103.9,0.27
45,45.8,36.3,97.4,0.21
60,48.9,37.6,109.0,0.48
75,47.1,39.8,108.7,0.45
90,40.5,37.2,95.4,0.14
105,47.4,36.8,92.8,0.04
120,41.8,34.6,111.4,0.4
135,40.6,41.4,104.3,0.46
150,45.0,37.9,103.1,0.16
165,39.7,34.1,116.8,0.19
180,44.6,37.7,108.8,0.41
195,46.3,34.8,95.8,0.3
210,42.3,36.1,114.9,0.5
225,46.2,40.7,110.4,0.46
240,39.8,36.0,108.5,0.09
255,42.9,41.5,117.5,0.48
270,40.8,38.3,105.9,0.36
285,44.4,38.8,93.6,0.29
300,46.5,34.4,109.8,0.03
315,43.5,35.3,111.2,0.37
330,41.6,41.1,102.1,0.31
345,40.4,41.5,119.5,0.39
360,40.4,41.4,103.9,0.3
375,42.5,36.8,109.4,0.3
390,42.4,40.0,95.4,0.45
405,42.8,37.8,108.3,0.48
420,42.3,40.7,93.8,0.42
435,43.1,34.1,93.7,0.01
450,39.5,40.0,120.8,0.1
465,47.0,37.4,98.2,0.21
480,47.7,39.9,98.7,0.02
495,47.0,41.6,102.9,0.45
510,47.1,37.2,97.0,0.39
525,42.9,41.5,93.4,0.44
540,42.6,38.3,104.7,0.3
555,46.7,39.8,97.4,0.43
570,39.8,36.0,92.7,0.03
585,41.2,38.1,114.9,0.47
600,47.5,36.2,106.5,0.21
615,43.7,37.5,109.6,0.23
630,43.9,37.4,107.2,0.38
645,45.3,40.4,118.2,0.41
660,43.9,34.4,118.3,0.02
675,39.4,34.2,103.1,0.5
690,41.3,41.3,97.4,0.28
705,41.9,40.2,116.2,0.49
720,39.1,40.0,92.4,0.49
735,41.4,36.7,105.3,0.0
750,44.3,40.5,117.3,0.38
765,43.2,38.9,111.6,0.48
780,43.6,38.9,108.5,0.03
795,42.4,35.0,101.0,0.29
810,47.5,38.0,120.6,0.06
825,44.0,34.9,121.8,0.29
840,45.8,34.6,92.6,0.48
855,39.8,37.0,117.0,0.05
870,39.8,41.7,121.0,0.31
885,46.7,41.1,109.2,0.19
900,47.4,37.5,92.0,0.31
915,42.7,40.0,110.1,0.29
930,39.2,41.3,93.6,0.08
945,41.5,34.5,105.8,0.33
960,47.5,36.2,121.8,0.36
975,43.1,39.4,93.0,0.41
990,42.4,39.0,117.3,0.44
1005,42.6,40.9,116.3,0.33
1020,45.2,40.4,108.9,0.33
1035,42.8,37.7,110.7,0.41
1050,39.2,34.0,102.9,0.11
1065,39.3,36.3,106.5,0.05
1080,48.5,37.3,96.5,0.15
1095,42.9,37.1,94.9,0.03
1110,40.9,41.2,113.5,0.12
1125,46.0,41.7,101.8,0.33
1140,45.4,34.6,106.3,0.32
1155,39.5,34.5,93.0,0.25
1170,44.5,34.8,116.5,0.0
1185,41.0,41.0,93.7,0.35
1200,42.5,38.4,109.4,0.07
1215,44.2,41.6,99.6,0.45
1230,40.8,39.4,116.2,0.08
1245,39.3,35.5,95.4,0.42
1260,46.6,35.4,111.0,0.1
1275,39.9,38.6,105.8,0.11
1290,48.5,37.1,119.7,0.13
1305,40.1,41.2,96.9,0.02
1320,47.8,37.8,95.8,0.37
1335,48.4,38.4,100.1,0.36
1350,44.1,36.0,105.3,0.08
1365,40.6,37.3,119.5,0.29
1380,45.0,36.8,100.9,0.13
1395,44.1,35.2,95.7,0.45
1410,46.6,33.9,116.7,0.25
1425,44.7,34.8,99.3,0.48
1440,42.1,34.6,98.2,0.35
1455,45.1,34.2,94.8,0.17
1470,40.8,36.8,97.8,0.17
1485,44.6,38.2,102.0,0.19
