timestamp_offset_min,cpu_pct,memory_pct,latency_ms,error_rate
0,35.6,40.7,109.7,0
15,36.0,39.6,111.5,0.0
30,51.6,42.5,127.9,0.02
45,33.1,40.8,117.3,0.01
60,39.9,43.0,122.2,0.04
75,25.6,43.8,139.4,0.06
90,48.6,41.8,142.3,0.04
105,45.8,44.3,129.0,0.03
120,52.8,45.6,145.5,0.03
135,45.2,43.9,149.8,0.13
150,40.7,43.7,166.0,0.01
165,36.0,47.2,176.2,0.02
180,53.8,45.9,177.0,0.13
195,33.1,45.6,181.2,0.05
210,42.7,46.8,191.0,0.12
225,43.1,47.8,171.8,0.07
240,40.4,47.4,184.1,0.0
255,33.2,49.8,176.3,0.24
270,42.0,45.4,180.7,0.13
285,51.7,47.5,209.7,0.03
300,39.9,47.9,229.3,0.29
315,28.2,48.3,179.3,0.18
330,50.0,49.1,176.8,0.26
345,27.4,50.0,190.9,0.34
360,42.3,50.7,244.9,0.14
375,33.3,51.1,255.3,0.12
390,46.6,51.2,196.2,0.01
405,42.2,52.4,216.8,0.19
420,41.8,49.3,222.0,0.25
435,49.7,54.6,236.3,0.18
450,35.0,53.4,262.1,0.09
465,26.9,51.9,285.3,0.16
480,29.6,54.3,272.6,0.12
495,28.0,58.6,267.1,0.1
510,53.2,58.7,291.5,0.31
525,37.1,55.3,323.0,0.53
540,33.2,54.5,295.9,0.32
555,50.8,54.4,258.1,0.42
570,34.1,57.2,249.4,0.45
585,47.0,53.5,319.3,0.3
600,43.0,54.8,283.1,0.38
615,46.1,58.9,280.2,0.26
630,35.5,60.1,339.5,0.02
645,46.1,57.0,346.6,0.62
660,41.0,57.6,247.7,0.01
675,31.3,59.0,318.9,0.05
690,34.7,61.4,275.3,0.47
705,45.7,61.5,316.4,0.6
720,41.6,59.5,381.8,0.68
735,32.0,63.4,332.8,0.61
750,39.4,65.3,315.0,0.44
765,41.4,62.0,399.5,0.38
780,25.5,63.8,319.9,0.34
795,31.3,61.0,405.5,0.54
810,35.2,61.6,344.9,0.26
825,36.7,61.4,438.0,0.06
840,28.2,65.3,419.3,0.16
855,28.3,66.6,436.7,0.32
870,40.9,67.0,300.3,0.48
885,47.5,62.4,471.3,0.85
900,40.7,61.1,430.7,0.6
915,41.9,60.9,379.7,0.34
930,44.5,64.3,411.6,0.12
945,42.0,66.4,472.5,0.15
960,40.9,66.5,451.0,0.27
975,36.9,71.5,402.8,0.48
990,46.1,64.5,486.8,0.66
1005,48.9,66.2,428.6,0.08
1020,52.6,69.9,420.8,0.63
1035,40.0,72.7,357.9,0.88
1050,26.9,68.1,353.8,0.5
1065,36.7,67.8,521.5,0.13
1080,35.2,72.7,473.1,0.0
1095,50.4,66.7,532.1,0.6
1110,46.9,75.2,352.4,0.74
1125,50.5,76.0,342.7,0.17
1140,53.2,71.5,486.4,1.1
1155,47.6,75.2,390.7,0.0
1170,42.0,71.7,365.4,0.42
1185,47.0,68.9,593.4,0.69
1200,32.0,72.0,593.1,1.06
1215,36.5,79.7,365.6,0.82
1230,54.9,78.7,439.2,0.88
1245,25.2,71.9,484.4,1.02
1260,25.9,79.4,452.0,0.75
1275,29.8,70.3,428.1,0.12
1290,44.2,78.2,600.5,0.23
1305,52.5,78.9,594.1,0.98
1320,48.8,75.1,602.4,0.84
1335,44.6,75.6,542.6,1.33
1350,35.8,83.7,504.7,0.41
1365,44.6,76.9,538.6,0.27
1380,49.1,81.0,615.3,1.36
1395,51.5,83.3,483.4,0.78
1410,47.2,76.8,602.0,0.45
1425,52.8,79.3,493.9,1.21
1440,49.3,88.8,645.8,0.11
1455,28.1,74.5,442.2,0.24
1470,36.7,74.8,602.0,0.54
1485,27.4,86.4,595.5,1.46
