timestamp_offset_min,cpu_pct,memory_pct,latency_ms,error_rate
0,37.3,51.4,74.0,0.49
15,31.0,51.9,78.3,0.23
30,37.7,53.3,75.1,0.47
45,36.2,50.1,82.1,0.15
60,30.7,49.1,92.1,0.24
75,29.5,47.2,81.0,0.5
90,36.8,48.3,68.4,0.5
105,31.8,51.4,69.6,0.05
120,37.2,50.7,84.9,0.22
135,37.0,51.7,94.4,0.16
150,30.5,51.9,68.4,0.12
165,37.5,52.1,75.5,0.35
180,29.5,53.3,69.6,0.2
195,36.0,49.0,94.2,0.05
210,30.6,54.4,75.3,0.47
225,37.1,47.2,93.0,0.05
240,37.4,52.3,76.6,0.09
255,33.1,48.8,92.1,0.11
270,30.2,50.3,83.8,0.45
285,37.6,53.1,82.0,0.34
300,33.2,48.4,85.2,0.28
315,38.0,51.0,78.2,0.09
330,34.6,49.7,79.0,0.26
345,38.4,54.7,69.7,0.49
360,36.7,51.0,94.2,0.45
375,38.4,52.7,94.0,0.27
390,36.3,54.8,95.1,0.22
405,33.1,51.6,76.3,0.09
420,38.8,47.8,86.5,0.05
435,37.5,50.2,68.6,0.19
450,35.9,54.3,75.5,0.01
465,34.2,47.6,96.0,0.47
480,33.7,53.9,89.8,0.25
495,33.7,49.5,70.2,0.35
510,35.2,52.1,81.4,0.3
525,35.3,53.9,89.5,0.26
540,39.3,50.2,72.1,0.38
555,30.1,52.3,74.8,0.25
570,32.6,54.9,68.3,0.29
585,36.7,51.2,86.3,0.37
600,34.9,51.2,94.8,0.4
615,36.2,51.2,91.7,0.13
630,36.4,48.3,73.5,0.46
645,33.8,52.5,83.8,0.46
660,34.6,53.4,77.7,0.24
675,39.1,47.9,77.4,0.38
690,30.5,50.3,89.2,0.01
705,31.1,54.0,88.4,0.06
720,38.6,50.3,94.3,0.31
735,37.0,54.3,70.6,0.01
750,36.9,48.2,94.0,0.31
765,32.6,51.4,77.4,0.28
780,29.7,54.4,95.0,0.5
795,33.0,49.0,82.7,0.34
810,37.2,48.1,67.4,0.44
825,29.8,52.1,88.2,0.15
840,34.4,47.8,96.4,0.1
855,31.9,50.1,92.7,0.47
870,33.8,53.1,86.3,0.07
885,37.9,50.1,79.6,0.19
900,37.3,53.9,72.1,0.14
915,38.7,54.2,72.7,0.26
930,30.9,54.2,95.6,0.27
945,35.9,51.2,95.0,0.23
960,36.2,48.5,87.9,0.18
975,29.8,48.2,81.6,0.02
990,34.8,50.6,86.6,0.01
1005,33.3,50.3,76.5,0.43
1020,39.0,52.1,78.6,0.19
1035,32.4,51.8,69.1,0.38
1050,30.7,47.2,66.5,0.25
1065,34.7,51.0,75.6,0.0
1080,29.9,53.9,91.3,0.1
1095,39.0,52.0,92.3,0.35
1110,31.1,49.6,95.3,0.44
1125,38.1,47.5,81.2,0.2
1140,36.0,51.6,88.4,0.4
1155,38.6,48.1,94.8,0.08
1170,33.7,49.7,90.8,0.04
1185,37.3,48.5,88.6,0.41
1200,38.3,47.7,79.3,0.41
1215,32.3,47.3,69.1,0.48
1230,32.5,47.3,88.2,0.43
1245,33.9,52.4,73.1,0.41
1260,31.2,51.4,66.7,0.38
1275,34.7,50.2,70.8,0.18
1290,35.3,50.2,70.8,0.13
1305,34.0,52.0,78.2,0.41
1320,38.8,54.1,86.9,0.27
1335,35.7,47.9,71.8,0.5
1350,33.1,52.2,95.4,0.43
1365,34.5,52.0,74.9,0.06
1380,32.6,48.5,88.3,0.41
1395,33.1,52.4,85.4,0.15
1410,32.6,47.3,92.6,0.47
1425,32.6,53.8,83.7,0.41
1440,33.4,52.0,83.1,0.38
1455,35.1,51.4,70.5,0.28
1470,37.4,48.4,74.0,0.25
1485,33.9,49.2,90.2,0.0
