timestamp_offset_min,cpu_pct,memory_pct,latency_ms,error_rate
0,42.9,52.9,63.5,0.24
15,45.3,54.1,73.5,0.45
30,47.6,52.6,66.4,0.06
45,43.4,54.5,54.6,0.31
60,45.4,56.1,59.9,0.31
75,45.5,56.3,62.2,0.34
90,42.5,53.0,62.8,0.5
105,48.6,50.6,53.0,0.31
120,46.0,49.4,49.5,0.46
135,44.3,55.2,73.5,0.35
150,42.6,54.9,75.6,0.35
165,47.4,54.5,68.0,0.26
180,49.8,50.5,67.2,0.29
195,50.3,49.5,57.2,0.32
210,50.3,51.9,62.1,0.1
225,51.0,53.8,54.4,0.12
240,43.0,53.0,54.6,0.22
255,50.2,52.0,56.3,0.11
270,51.2,51.3,78.8,0.36
285,43.2,52.2,52.3,0.35
300,47.1,55.0,62.8,0.49
315,45.4,55.6,75.7,0.18
330,42.8,56.0,69.5,0.46
345,43.1,52.1,76.9,0.03
360,44.7,56.4,74.6,0.2
375,48.3,52.1,73.2,0.08
390,50.0,50.3,50.2,0.03
405,46.2,55.8,61.6,0.04
420,52.2,50.8,65.6,0.05
435,46.6,49.6,50.8,0.03
450,47.5,51.3,66.6,0.11
465,51.7,53.4,54.2,0.24
480,42.7,54.8,62.9,0.18
495,49.1,53.3,51.5,0.27
510,42.9,50.4,64.3,0.11
525,47.0,52.0,61.0,0.31
540,45.0,55.3,76.7,0.49
555,49.4,52.1,66.8,0.5
570,46.5,52.0,59.2,0.27
585,50.8,49.3,54.5,0.48
600,49.4,52.0,52.7,0.27
615,50.2,56.2,49.1,0.13
630,43.9,55.3,65.9,0.03
645,44.3,50.0,73.9,0.23
660,49.2,55.5,59.3,0.3
675,48.2,49.8,52.4,0.22
690,50.5,56.2,77.2,0.2
705,48.7,49.3,70.1,0.05
720,45.3,50.2,51.3,0.25
735,46.9,49.3,51.5,0.44
750,49.3,52.9,64.1,0.34
765,51.1,53.9,66.1,0.32
780,47.4,54.4,50.8,0.35
795,49.7,53.9,54.1,0.2
810,50.9,54.2,52.5,0.23
825,42.5,54.7,54.3,0.45
840,42.4,51.4,65.5,0.13
855,43.9,54.3,67.1,0.39
870,46.5,55.4,72.4,0.49
885,47.3,54.7,57.6,0.39
900,48.0,53.3,78.3,0.06
915,44.4,49.4,67.1,0.36
930,47.0,50.2,57.6,0.06
945,49.6,56.2,63.2,0.48
960,42.5,53.7,72.4,0.22
975,42.5,53.9,58.2,0.31
990,48.9,49.0,71.8,0.27
1005,43.0,52.5,56.5,0.15
1020,49.4,52.6,53.4,0.34
1035,47.1,54.9,51.2,0.35
1050,47.6,53.6,65.4,0.44
1065,43.5,55.0,72.3,0.47
1080,45.1,51.9,54.4,0.31
1095,43.5,54.8,63.9,0.21
1110,50.6,51.5,74.2,0.5
1125,46.0,54.7,50.2,0.26
1140,46.5,51.9,57.7,0.21
1155,48.6,53.3,67.6,0.2
1170,44.2,48.9,55.2,0.19
1185,45.5,55.1,57.8,0.03
1200,42.5,49.1,60.3,0.24
1215,50.9,49.2,78.5,0.02
1230,48.4,55.5,57.0,0.18
1245,48.0,49.0,78.5,0.23
1260,49.4,52.0,59.4,0.47
1275,48.4,51.5,74.2,0.01
1290,43.3,51.4,72.6,0.19
1305,42.5,53.8,59.5,0.2
1320,46.0,49.4,78.4,0.15
1335,42.6,54.7,71.6,0.03
1350,43.3,51.2,61.7,0.43
1365,51.4,52.6,76.3,0.46
1380,48.7,54.9,74.9,0.34
1395,51.9,52.2,71.8,0.06
1410,44.3,54.3,53.1,0.27
1425,50.7,53.2,49.8,0.46
1440,51.6,51.6,57.1,0.11
1455,51.2,53.7,58.2,0.05
1470,47.7,56.2,56.4,0.06
1485,44.0,52.9,49.3,0.2
