timestamp_offset_min,cpu_pct,memory_pct,latency_ms,error_rate
0,36.3,42.8,118.2,0
15,47.1,44.1,112.5,0.01
30,39.9,44.3,122.0,0.0
45,35.4,45.2,133.0,0.04
60,36.6,43.2,138.8,0.04
75,25.4,46.1,137.4,0.01
90,53.3,45.8,149.4,0.03
105,53.0,45.3,147.2,0.11
120,25.3,46.3,156.3,0.07
135,35.9,48.2,154.6,0.02
150,43.0,47.7,149.8,0.01
165,53.3,49.1,179.0,0.07
180,32.5,47.5,155.6,0.15
195,29.5,49.4,184.4,0.16
210,27.0,49.2,164.5,0.01
225,52.5,48.3,171.7,0.01
240,51.5,48.8,167.7,0.08
255,46.1,53.0,205.0,0.06
270,33.0,50.4,198.4,0.16
285,42.6,50.3,219.7,0.05
300,41.3,53.6,217.4,0.18
315,51.4,53.4,196.7,0.31
330,42.0,54.6,197.8,0.16
345,44.6,54.5,222.5,0.09
360,37.6,51.6,220.2,0.12
375,38.2,53.8,239.3,0.3
390,39.0,51.9,250.1,0.35
405,50.8,54.8,215.5,0.4
420,51.5,56.3,289.7,0.34
435,29.8,55.0,293.6,0.09
450,52.5,59.1,242.2,0.32
465,42.6,58.4,289.4,0.01
480,47.1,59.2,290.3,0.06
495,43.9,57.9,264.8,0.1
510,37.4,59.8,278.6,0.11
525,39.1,59.6,277.9,0.23
540,26.0,60.8,268.1,0.36
555,36.2,59.3,311.4,0.34
570,31.4,62.1,234.5,0.37
585,47.1,60.8,304.9,0.52
600,35.8,58.9,298.7,0.6
615,28.4,58.2,300.9,0.12
630,41.4,62.6,310.3,0.48
645,52.9,65.2,322.1,0.21
660,45.4,65.0,275.9,0.02
675,38.1,63.9,269.6,0.56
690,27.3,63.2,283.9,0.62
705,32.0,63.4,270.9,0.36
720,49.9,69.3,323.5,0.7
735,26.0,63.5,384.8,0.26
750,26.7,64.1,352.7,0.32
765,43.0,66.0,320.8,0.23
780,48.3,62.5,371.8,0.54
795,53.1,66.0,300.2,0.64
810,51.9,66.1,411.7,0.05
825,35.6,70.6,400.9,0.72
840,42.5,69.7,336.4,0.54
855,53.1,65.5,354.0,0.4
870,40.7,66.8,326.4,0.67
885,42.4,66.1,449.3,0.33
900,31.9,69.8,379.7,0.46
915,55.0,67.0,374.6,0.13
930,47.0,65.8,383.8,0.05
945,36.5,70.1,451.0,0.09
960,44.3,70.4,426.3,0.91
975,27.9,72.0,436.6,0.77
990,42.3,66.7,394.8,0.11
1005,51.9,71.7,316.9,0.03
1020,43.8,74.4,420.1,0.9
1035,30.5,69.6,473.5,1.02
1050,27.5,72.3,373.3,0.96
1065,33.4,77.4,491.1,0.51
1080,35.6,79.3,472.8,0.88
1095,32.3,79.1,502.0,0.7
1110,37.2,75.9,452.4,0.01
1125,31.4,76.2,387.0,0.36
1140,28.4,79.7,518.7,0.52
1155,37.3,75.7,356.6,1.12
1170,32.9,71.1,537.4,0.0
1185,44.1,81.6,567.4,0.11
1200,30.6,80.1,548.2,0.66
1215,27.3,78.9,584.5,0.86
1230,25.2,79.0,593.1,0.9
1245,34.9,83.1,526.4,1.1
1260,42.2,85.3,596.8,0.87
1275,29.3,83.4,430.8,0.82
1290,35.1,81.5,480.4,0.6
1305,39.8,87.8,617.7,0.6
1320,29.4,79.4,429.0,1.09
1335,51.6,85.6,505.6,1.33
1350,33.5,82.1,426.5,1.23
1365,46.6,85.9,396.8,0.78
1380,50.0,88.8,594.0,0.27
1395,52.8,81.3,442.4,0.85
1410,46.6,79.8,647.1,0.98
1425,33.4,79.2,549.4,0.93
1440,45.2,77.4,491.4,0.26
1455,49.6,91.2,623.0,0.32
1470,40.2,90.6,539.2,0.45
1485,50.9,82.0,478.9,0.17
