timestamp_offset_min,cpu_pct,memory_pct,latency_ms,error_rate
0,29.9,36.7,67.8,0.42
15,21.7,38.5,76.3,0.11
30,21.4,33.8,78.4,0.49
45,25.3,31.4,88.4,0.13
60,29.7,34.3,91.0,0.3
75,26.9,37.2,88.1,0.5
90,25.8,32.7,68.3,0.46
105,29.2,31.1,64.3,0.07
120,25.8,36.3,80.9,0.12
135,26.9,35.9,90.8,0.27
150,26.5,35.2,91.5,0.26
165,26.5,31.5,75.1,0.24
180,29.3,31.9,92.4,0.08
195,27.5,33.5,69.9,0.39
210,27.8,37.9,93.4,0.31
225,27.2,31.7,74.7,0.03
240,26.0,38.4,70.1,0.13
255,25.2,35.5,74.9,0.08
270,22.9,31.7,92.4,0.09
285,25.8,32.0,64.1,0.28
300,27.0,31.8,79.7,0.04
315,23.8,34.1,79.2,0.34
330,21.5,35.0,77.8,0.14
345,26.3,31.7,71.3,0.11
360,29.7,36.4,75.7,0.34
375,25.2,32.5,70.2,0.33
390,29.4,34.7,83.7,0.24
405,26.7,32.8,72.7,0.2
420,25.9,34.9,70.2,0.3
435,24.0,36.6,81.5,0.21
450,30.0,38.0,78.6,0.29
465,25.9,37.3,65.6,0.43
480,22.2,33.8,75.4,0.13
495,25.8,37.5,73.4,0.07
510,21.1,36.6,93.2,0.42
525,21.0,31.5,64.5,0.38
540,20.9,35.5,78.9,0.08
555,23.5,32.5,85.4,0.34
570,26.3,35.6,71.9,0.21
585,26.9,35.9,93.4,0.12
600,22.3,38.2,68.5,0.39
615,29.5,34.2,86.8,0.48
630,24.4,32.9,68.6,0.37
645,23.9,33.3,87.7,0.36
660,23.9,33.2,83.3,0.24
675,21.4,36.5,74.5,0.33
690,22.3,34.2,85.6,0.22
705,22.3,33.1,88.0,0.38
720,23.8,35.2,67.2,0.14
735,30.0,34.1,65.5,0.08
750,28.6,38.0,80.0,0.28
765,26.9,31.4,82.4,0.06
780,22.5,31.0,72.7,0.25
795,22.1,32.8,70.6,0.31
810,24.0,33.9,67.9,0.18
825,29.2,36.7,91.2,0.3
840,25.3,33.9,88.4,0.06
855,21.4,38.6,65.7,0.19
870,28.1,37.7,88.3,0.14
885,21.6,31.7,87.0,0.45
900,29.8,31.8,89.1,0.07
915,22.5,38.0,68.6,0.13
930,21.7,38.6,65.4,0.49
945,23.3,34.4,69.6,0.05
960,28.4,33.3,68.5,0.2
975,20.9,31.4,84.2,0.02
990,22.8,37.3,76.9,0.34
1005,29.1,31.2,84.6,0.11
1020,22.6,33.1,71.4,0.41
1035,23.2,35.6,70.6,0.25
1050,28.1,36.4,74.0,0.47
1065,21.8,36.1,71.5,0.13
1080,21.4,31.2,69.8,0.2
1095,24.0,34.6,66.8,0.17
1110,29.9,36.9,82.7,0.32
1125,29.4,37.3,69.9,0.38
1140,22.0,32.0,73.1,0.34
1155,30.1,37.5,84.4,0.34
1170,22.1,36.1,66.3,0.03
1185,25.8,31.7,93.1,0.42
1200,29.6,34.9,84.0,0.3
1215,22.9,36.3,80.1,0.27
1230,28.2,38.5,82.7,0.37
1245,27.3,38.0,82.8,0.4
1260,24.9,35.2,81.4,0.1
1275,28.6,32.3,92.0,0.38
1290,22.7,31.9,92.3,0.02
1305,22.7,33.1,88.4,0.08
1320,25.9,35.4,86.9,0.43
1335,24.6,34.6,76.8,0.11
1350,22.4,37.6,68.8,0.13
1365,29.4,31.7,65.6,0.22
1380,26.6,32.3,84.8,0.29
1395,26.6,33.9,75.0,0.24
1410,25.3,34.2,80.5,0.15
1425,25.0,35.2,73.6,0.07
1440,29.6,33.7,92.1,0.32
1455,21.5,37.2,85.5,0.34
1470,25.5,31.1,65.2,0.33
1485,30.2,32.2,82.4,0.44
